method, generation, latency, ar
surrogate, 1, 48.0, 0.8625
surrogate, 1, 47.0, 0.85
surrogate, 1, 46.0, 0.8
surrogate, 2, 48.0, 0.9
surrogate, 2, 48.0, 0.9
surrogate, 2, 47.0, 0.8625
surrogate, 2, 47.0, 0.8625
surrogate, 2, 46.0, 0.825
surrogate, 3, 48.0, 0.925
surrogate, 3, 46.0, 0.9
surrogate, 4, 47.0, 0.925
surrogate, 4, 47.0, 0.925
surrogate, 4, 46.0, 0.9
surrogate, 5, 47.0, 0.9375
surrogate, 5, 46.0, 0.9
surrogate, 6, 48.0, 0.975
surrogate, 6, 47.0, 0.9375
surrogate, 6, 47.0, 0.9375
surrogate, 6, 46.0, 0.9
