method, generation, latency, ar
surrogate, 1, 48.0, 0.925
surrogate, 1, 47.0, 0.8875
surrogate, 1, 46.0, 0.825
surrogate, 1, 45.0, 0.8
surrogate, 2, 47.0, 0.925
surrogate, 2, 46.0, 0.875
surrogate, 2, 45.0, 0.8
surrogate, 3, 47.0, 0.9375
surrogate, 3, 45.0, 0.875
surrogate, 4, 47.0, 0.9375
surrogate, 4, 46.0, 0.9125
surrogate, 4, 45.0, 0.875
surrogate, 5, 47.0, 0.9375
surrogate, 5, 46.0, 0.925
surrogate, 5, 45.0, 0.875
surrogate, 6, 46.0, 0.9375
surrogate, 6, 45.0, 0.875
surrogate, 7, 46.0, 0.9375
surrogate, 7, 45.0, 0.9
surrogate, 8, 46.0, 0.9375
surrogate, 8, 45.0, 0.9
surrogate, 9, 46.0, 0.9375
surrogate, 9, 45.0, 0.9
surrogate, 10, 46.0, 0.9375
surrogate, 10, 46.0, 0.9375
surrogate, 10, 45.0, 0.9
surrogate, 11, 46.0, 0.9375
surrogate, 11, 46.0, 0.9375
surrogate, 11, 46.0, 0.9375
surrogate, 11, 45.0, 0.9
surrogate, 12, 46.0, 0.9375
surrogate, 12, 46.0, 0.9375
surrogate, 12, 46.0, 0.9375
surrogate, 12, 45.0, 0.9
surrogate, 13, 46.0, 0.9375
surrogate, 13, 46.0, 0.9375
surrogate, 13, 46.0, 0.9375
surrogate, 13, 45.0, 0.9
surrogate, 14, 46.0, 0.9375
surrogate, 14, 46.0, 0.9375
surrogate, 14, 46.0, 0.9375
surrogate, 14, 46.0, 0.9375
surrogate, 14, 45.0, 0.9
surrogate, 15, 46.0, 0.9375
surrogate, 15, 46.0, 0.9375
surrogate, 15, 46.0, 0.9375
surrogate, 15, 46.0, 0.9375
surrogate, 15, 45.0, 0.9
surrogate, 16, 46.0, 0.9375
surrogate, 16, 46.0, 0.9375
surrogate, 16, 46.0, 0.9375
surrogate, 16, 46.0, 0.9375
surrogate, 16, 45.0, 0.9
surrogate, 17, 46.0, 0.9375
surrogate, 17, 46.0, 0.9375
surrogate, 17, 46.0, 0.9375
surrogate, 17, 46.0, 0.9375
surrogate, 17, 45.0, 0.9
surrogate, 18, 46.0, 0.9375
surrogate, 18, 46.0, 0.9375
surrogate, 18, 46.0, 0.9375
surrogate, 18, 46.0, 0.9375
surrogate, 18, 45.0, 0.9
surrogate, 19, 46.0, 0.9375
surrogate, 19, 46.0, 0.9375
surrogate, 19, 46.0, 0.9375
surrogate, 19, 46.0, 0.9375
surrogate, 19, 45.0, 0.9
surrogate, 20, 46.0, 0.9375
surrogate, 20, 46.0, 0.9375
surrogate, 20, 46.0, 0.9375
surrogate, 20, 46.0, 0.9375
surrogate, 20, 45.0, 0.9
surrogate, 21, 46.0, 0.9375
surrogate, 21, 46.0, 0.9375
surrogate, 21, 46.0, 0.9375
surrogate, 21, 46.0, 0.9375
surrogate, 21, 45.0, 0.9
surrogate, 22, 46.0, 0.9375
surrogate, 22, 46.0, 0.9375
surrogate, 22, 46.0, 0.9375
surrogate, 22, 46.0, 0.9375
surrogate, 22, 46.0, 0.9375
surrogate, 22, 45.0, 0.9
surrogate, 23, 46.0, 0.9375
surrogate, 23, 46.0, 0.9375
surrogate, 23, 46.0, 0.9375
surrogate, 23, 46.0, 0.9375
surrogate, 23, 46.0, 0.9375
surrogate, 23, 45.0, 0.9
surrogate, 24, 46.0, 0.9375
surrogate, 24, 46.0, 0.9375
surrogate, 24, 46.0, 0.9375
surrogate, 24, 46.0, 0.9375
surrogate, 24, 46.0, 0.9375
surrogate, 24, 45.0, 0.9
surrogate, 25, 46.0, 0.9375
surrogate, 25, 46.0, 0.9375
surrogate, 25, 46.0, 0.9375
surrogate, 25, 46.0, 0.9375
surrogate, 25, 46.0, 0.9375
surrogate, 25, 45.0, 0.9
surrogate, 26, 46.0, 0.9375
surrogate, 26, 46.0, 0.9375
surrogate, 26, 46.0, 0.9375
surrogate, 26, 46.0, 0.9375
surrogate, 26, 46.0, 0.9375
surrogate, 26, 45.0, 0.9
surrogate, 27, 46.0, 0.9375
surrogate, 27, 46.0, 0.9375
surrogate, 27, 46.0, 0.9375
surrogate, 27, 46.0, 0.9375
surrogate, 27, 46.0, 0.9375
surrogate, 27, 45.0, 0.9
surrogate, 28, 46.0, 0.9375
surrogate, 28, 46.0, 0.9375
surrogate, 28, 46.0, 0.9375
surrogate, 28, 46.0, 0.9375
surrogate, 28, 46.0, 0.9375
surrogate, 28, 45.0, 0.9
surrogate, 29, 46.0, 0.9375
surrogate, 29, 46.0, 0.9375
surrogate, 29, 46.0, 0.9375
surrogate, 29, 46.0, 0.9375
surrogate, 29, 46.0, 0.9375
surrogate, 29, 45.0, 0.9
surrogate, 30, 46.0, 0.9375
surrogate, 30, 46.0, 0.9375
surrogate, 30, 46.0, 0.9375
surrogate, 30, 46.0, 0.9375
surrogate, 30, 46.0, 0.9375
surrogate, 30, 45.0, 0.9
surrogate, 31, 46.0, 0.9375
surrogate, 31, 46.0, 0.9375
surrogate, 31, 46.0, 0.9375
surrogate, 31, 46.0, 0.9375
surrogate, 31, 46.0, 0.9375
surrogate, 31, 45.0, 0.9
surrogate, 32, 46.0, 0.9375
surrogate, 32, 46.0, 0.9375
surrogate, 32, 46.0, 0.9375
surrogate, 32, 46.0, 0.9375
surrogate, 32, 46.0, 0.9375
surrogate, 32, 45.0, 0.9
surrogate, 33, 46.0, 0.9375
surrogate, 33, 46.0, 0.9375
surrogate, 33, 46.0, 0.9375
surrogate, 33, 46.0, 0.9375
surrogate, 33, 46.0, 0.9375
surrogate, 33, 46.0, 0.9375
surrogate, 33, 45.0, 0.9
