method, generation, latency, ar
surrogate, 1, 48.0, 0.9375
surrogate, 1, 46.0, 0.8875
surrogate, 2, 48.0, 0.9375
surrogate, 2, 47.0, 0.9
surrogate, 2, 46.0, 0.8875
surrogate, 3, 48.0, 0.9375
surrogate, 3, 47.0, 0.925
surrogate, 3, 47.0, 0.925
surrogate, 3, 46.0, 0.8875
surrogate, 4, 48.0, 0.9375
surrogate, 4, 47.0, 0.925
surrogate, 4, 47.0, 0.925
surrogate, 4, 46.0, 0.8875
surrogate, 4, 46.0, 0.8875
surrogate, 5, 47.0, 0.9375
surrogate, 5, 46.0, 0.925
surrogate, 6, 47.0, 0.9375
surrogate, 6, 46.0, 0.925
surrogate, 7, 47.0, 0.9375
surrogate, 7, 46.0, 0.925
surrogate, 8, 47.0, 0.9375
surrogate, 8, 47.0, 0.9375
surrogate, 8, 46.0, 0.925
surrogate, 9, 46.0, 0.9375
surrogate, 10, 46.0, 0.9375
surrogate, 11, 46.0, 0.9375
surrogate, 12, 46.0, 0.9375
surrogate, 13, 46.0, 0.9375
surrogate, 14, 46.0, 0.9375
surrogate, 15, 46.0, 0.9375
surrogate, 16, 46.0, 0.9375
surrogate, 17, 46.0, 0.9375
surrogate, 18, 46.0, 0.9375
surrogate, 19, 46.0, 0.9375
surrogate, 20, 46.0, 0.9375
surrogate, 20, 46.0, 0.9375
surrogate, 21, 46.0, 0.9375
surrogate, 21, 46.0, 0.9375
surrogate, 22, 46.0, 0.9375
surrogate, 22, 46.0, 0.9375
surrogate, 23, 46.0, 0.9375
surrogate, 23, 46.0, 0.9375
surrogate, 24, 46.0, 0.9375
surrogate, 24, 46.0, 0.9375
surrogate, 25, 46.0, 0.9375
surrogate, 25, 46.0, 0.9375
surrogate, 26, 46.0, 0.9375
surrogate, 26, 46.0, 0.9375
surrogate, 27, 46.0, 0.9375
surrogate, 27, 46.0, 0.9375
surrogate, 28, 46.0, 0.9375
surrogate, 28, 46.0, 0.9375
surrogate, 29, 46.0, 0.9375
surrogate, 29, 46.0, 0.9375
surrogate, 30, 46.0, 0.9375
surrogate, 30, 46.0, 0.9375
surrogate, 31, 46.0, 0.9375
surrogate, 31, 46.0, 0.9375
surrogate, 32, 46.0, 0.9375
surrogate, 32, 46.0, 0.9375
surrogate, 33, 46.0, 0.9375
surrogate, 33, 46.0, 0.9375
surrogate, 34, 46.0, 0.9375
surrogate, 34, 46.0, 0.9375
surrogate, 35, 46.0, 0.9375
surrogate, 35, 46.0, 0.9375
surrogate, 36, 46.0, 0.9375
surrogate, 36, 46.0, 0.9375
surrogate, 37, 46.0, 0.9375
surrogate, 37, 46.0, 0.9375
surrogate, 38, 46.0, 0.9375
surrogate, 38, 46.0, 0.9375
surrogate, 39, 46.0, 0.9375
surrogate, 39, 46.0, 0.9375
surrogate, 40, 46.0, 0.9375
surrogate, 40, 46.0, 0.9375
surrogate, 41, 47.0, 0.95
surrogate, 41, 46.0, 0.9375
surrogate, 41, 46.0, 0.9375
